date,value
2025-10-07,15.7714
2025-10-14,11.9697
2025-10-21,9.9486
2025-10-28,13.0667
2025-11-04,12.8068
2025-11-10,12.4025
2025-11-18,11.4180
2025-11-25,16.1289
2025-12-02,18.0191
2025-12-09,18.2243
2025-12-16,17.6243
2025-12-23,17.8595
2025-12-30,17.0733
2026-01-06,16.0893
2026-01-13,16.1787
2026-01-20,15.9671
2026-01-27,15.2971
2026-02-03,12.7591
2026-02-10,12.8124
2026-02-17,13.2693
2026-02-24,14.2814
2026-03-03,14.4104
2026-03-10,14.4022
2026-03-17,15.5446
2026-03-24,13.4027
2026-03-31,16.7935
2026-04-07,16.7330
2026-04-14,17.4903
2026-04-21,17.1483
2026-04-28,17.5579
2026-05-05,18.1530
2026-05-12,18.4614
2026-05-19,17.3694
2026-05-26,21.2976
2026-06-02,25.6080
2026-06-09,22.5686
2026-06-16,23.5562
2026-06-23,22.7180
2026-06-30,23.3568
2026-07-07,22.6768
2026-07-14,22.8170
2026-07-21,23.6089
2026-07-28,24.3802
2026-08-04,27.1134
